encodeur,condition,variante,type,statistique,estimation,ic_bas,ic_haut
A0 ep300,source,equilibree,grappe_sources,f1_macro,0.635607930654815,0.48310743363658903,0.7306551358755166
A0 ep300,source,brute,image,exactitude,0.6270780051150895,0.6144501278772379,0.6384271099744245
A0 ep300,source,brute,image,exactitude_equilibree,0.6485431770747514,0.6367343148628768,0.6593667653114472
A0 ep300,source,brute,image,f1_macro,0.6304376170313629,0.6182351223752786,0.641511678524649
A0 ep300,source,brute,grappe_sources,exactitude,0.6270780051150895,0.49255544539353263,0.759764738280338
A0 ep300,source,brute,grappe_sources,exactitude_equilibree,0.6485431770747514,0.5218783407611772,0.7555339781746031
A0 ep300,source,brute,grappe_sources,f1_macro,0.6304376170313629,0.47630376276998776,0.7268468497743401
FOETAL ep50,image,equilibree,image,exactitude,0.9914757591901971,0.9872136387852957,0.9952051145444859
FOETAL ep50,image,equilibree,image,exactitude_equilibree,0.9903862281383896,0.9850938373334792,0.9947199367380155
FOETAL ep50,image,equilibree,image,f1_macro,0.990109855139145,0.985107729484222,0.994505128621992
FOETAL ep50,image,equilibree,grappe_sources,exactitude,0.9914757591901971,0.9849435382685069,0.9961147393233499
FOETAL ep50,image,equilibree,grappe_sources,exactitude_equilibree,0.9903862281383896,0.9831139219576721,0.9952549681167016
FOETAL ep50,image,equilibree,grappe_sources,f1_macro,0.990109855139145,0.9770258052483587,0.9945055431855155
FOETAL ep50,image,brute,image,exactitude,0.9909429941395844,0.9861481086840703,0.9952051145444859
FOETAL ep50,image,brute,image,exactitude_equilibree,0.9896657670432887,0.9842876037532154,0.9944864159425979
FOETAL ep50,image,brute,image,f1_macro,0.9894027987101998,0.9840567398521756,0.9942335479309486
FOETAL ep50,image,brute,grappe_sources,exactitude,0.9909429941395844,0.9842142230811904,0.9959626765698394
FOETAL ep50,image,brute,grappe_sources,exactitude_equilibree,0.9896657670432887,0.9819318181818183,0.9953239834460216
FOETAL ep50,image,brute,grappe_sources,f1_macro,0.9894027987101998,0.9757954585543539,0.9944176988863536
FOETAL ep50,source,equilibree,image,exactitude,0.6708759590792839,0.6584079283887468,0.6822330562659846
FOETAL ep50,source,equilibree,image,exactitude_equilibree,0.6829103504146756,0.6702505269183789,0.6939512632170568
FOETAL ep50,source,equilibree,image,f1_macro,0.6723899563864172,0.6593196637192656,0.6834967465145374
FOETAL ep50,source,equilibree,grappe_sources,exactitude,0.6708759590792839,0.5430751481739879,0.7894743322868323
FOETAL ep50,source,equilibree,grappe_sources,exactitude_equilibree,0.6829103504146756,0.546399955858071,0.7885015847047346
FOETAL ep50,source,equilibree,grappe_sources,f1_macro,0.6723899563864172,0.5041718523660779,0.7688073103867928
FOETAL ep50,source,brute,image,exactitude,0.6702365728900256,0.6585677749360613,0.6820652173913043
FOETAL ep50,source,brute,image,exactitude_equilibree,0.6818309922008019,0.6701859149054279,0.6935787937355878
FOETAL ep50,source,brute,image,f1_macro,0.6718122074057546,0.6602353451053626,0.6834752820424563
FOETAL ep50,source,brute,grappe_sources,exactitude,0.6702365728900256,0.5408132628197126,0.7907065288744677
FOETAL ep50,source,brute,grappe_sources,exactitude_equilibree,0.6818309922008019,0.5419120670995671,0.7944083342245191
FOETAL ep50,source,brute,grappe_sources,f1_macro,0.6718122074057546,0.5074338531444476,0.7660725893063558
FOETAL ep100,image,equilibree,image,exactitude,0.9920085242408098,0.9877464038359084,0.9962706446457112
FOETAL ep100,image,equilibree,image,exactitude_equilibree,0.9903461072229084,0.9851930770066832,0.9954846897178139
